Date,BR Activity,BR Futures,Dolar Ref,BR Futures P&L,US Activity,US Futures,US Futures P&L,US Equities P&L,Futures P&L,Total P&L,Return in %,Total P&L Cum Sum,Return Cum Sum
11/12/2020,0.0,31987.16,5.0611,6320.199166189169,0.0,-121.25000000004304,-121.25000000004304,0.0,6198.949166189126,6198.949166189126,0.7998644085405324,22582.08493055768,2.9138174103945387
14/12/2020,0.0,-19167.86,5.1158,-3746.796200007819,0.0,3005.2498000001287,3005.2498000001287,0.0,-741.5464000076904,-741.5464000076904,-0.09568340645260522,21840.53853054999,2.8181340039419336
15/12/2020,0.0,11825.4,5.0882,2324.083172831257,0.0,-9531.459999999992,-9531.459999999992,0.0,-7207.376827168735,-7207.376827168735,-0.9299841067314497,14633.161703381256,1.888149897210484
16/12/2020,0.0,-33118.27,5.1144,-6475.494681683091,0.0,2871.839999999862,2871.839999999862,0.0,-3603.654681683229,-3603.654681683229,-0.46498770086235214,11029.507021698028,1.4231621963481318
17/12/2020,0.0,-54257.65,5.0757,-10689.688121835412,0.0,14045.000000000271,14045.000000000271,0.0,3355.311878164859,3355.311878164859,0.43294346815030443,14384.818899862887,1.8561056644984362
18/12/2020,0.0,60955.52,5.0917,11971.54584912701,0.0,-4670.404990000261,-4670.404990000261,0.0,7301.140859126748,7301.140859126748,0.9420826915002256,21685.959758989637,2.798188355998662
21/12/2020,0.0,110935.93,5.1246,21647.724700464423,0.0,-23530.890249999902,-23530.890249999902,0.0,-1883.165549535479,-1883.165549535479,-0.24298910316586825,19802.794209454158,2.5551992528327934
22/12/2020,0.0,1578.3,5.1605,305.84245712624744,0.0,795.5049999998773,795.5049999998773,0.0,1101.3474571261247,1101.3474571261247,0.14210934930659674,20904.141666580283,2.69730860213939
23/12/2020,0.0,34444.0,5.1969,6627.7973407223535,0.0,-3116.199849999907,-3116.199849999907,0.0,3511.5974907224463,3511.5974907224463,0.453109353641606,24415.739157302727,3.1504179557809957
28/12/2020,0.0,96233.87,5.2745,18245.117072708315,0.0,-18635.99990000001,-18635.99990000001,0.0,-390.8828272916944,-390.8828272916944,-0.0504364938440896,24024.856330011033,3.099981461936906
29/12/2020,-600000.0,-6262.41,5.19,-116813.56647398844,115163.1478,-1733.7497000000076,113429.39809999999,0.0,-3384.1683739884465,-3384.1683739884465,-0.43666688696625117,20640.687956022586,2.663314574970655
30/12/2020,0.0,-15347.37,5.1805,-2962.5267831290416,0.0,3909.730049999903,3909.730049999903,0.0,947.2032668708612,947.2032668708612,0.12221977637043369,21587.891222893446,2.7855343513410884
04/01/2021,262840.0,-107798.41,5.2407,29584.137615204072,-50000.0,6652.980250000081,-43347.01974999992,0.0,-13762.882134795847,-13762.882134795847,-1.7758557593284965,7825.009088097599,1.009678592012592
05/01/2021,0.0,54029.69,5.2659,10260.295486051768,0.0,-7667.500000000011,-7667.500000000011,0.0,2592.7954860517566,2592.7954860517566,0.3345542562647428,10417.804574149355,1.3442328482773347
06/01/2021,0.0,45641.48,5.2641,8670.32921107122,0.0,-9889.499800000029,-9889.499800000029,0.0,-1219.1705889288096,-1219.1705889288096,-0.15731233405533027,9198.633985220546,1.1869205142220045
07/01/2021,0.0,-15648.46,5.3863,-2905.2336483300223,0.0,1569.0000000000693,1569.0000000000693,0.0,-1336.233648329953,-1336.233648329953,-0.17241724494580038,7862.400336890592,1.0145032692762042
08/01/2021,0.0,42317.52,5.4317,7790.842645948781,0.0,-8723.83993999992,-8723.83993999992,0.0,-932.9972940511389,-932.9972940511389,-0.12038674761950179,6929.4030428394535,0.8941165216567024
11/01/2021,0.0,-56691.36,5.4921,-10322.346643360464,0.0,6411.824990000004,6411.824990000004,0.0,-3910.5216533604607,-3910.5216533604607,-0.5045834391432852,3018.881389478993,0.38953308251341723
12/01/2021,0.0,2114.03,5.3565,394.66629328852804,0.0,-3109.9049950000103,-3109.9049950000103,0.0,-2715.2387017114825,-2715.2387017114825,-0.3503533808659977,303.6426877675103,0.03917970164741952
