Date,Ticker,Buy Quant,Buy Price,Sell Quant,Sell Price,Px Close,Sell Quant Rolagem,Buy Quant Rolagem,Buy Price Rolagem,Sell Price Rolagem,Buy Quant Total,Sell Quant Total,Dolar Ref,Dolar Ref Last Month,Hold Pos,MtoM P&L,Gross P&L Trades,Gross P&L Rolagem,Gross P&L,Comm,Register Fee,Avg Weekly Traded Vol,Exc Fee,Net P&L
11/01/2021,WSPH21,82.0,3800.93597560976,137.0,3798.79927007299,3792.0,0.0,0.0,0.0,0.0,82.0,137.0,5.4921,5.1967,917.0,-340317.9765,2728.8871874905844,0.0,2728.8871874905844,6.569999999999999,3.07,7.4,218.56800529999998,-337814.2273178094
12/01/2021,WSPH21,84.0,3797.5565476190495,21.0,3803.535714285711,3803.5,0.0,0.0,0.0,0.0,84.0,21.0,5.3565,5.1967,980.0,141217.42687499998,6695.624999996942,0.0,6695.624999996942,3.15,3.07,7.4,134.01249959999998,147775.88937539692
13/01/2021,WSPH21,371.0,3807.5660377358495,211.0,3801.59004739336,3811.0,0.0,0.0,0.0,0.0,371.0,211.0,5.3125,5.1967,1140.0,97617.1875,-9449.609375016495,0.0,-9449.609375016495,17.46,3.07,7.4,591.8885399000001,87558.22958508349
14/01/2021,WSPH21,63.0,3804.3373015873,83.0,3806.5572289156603,3793.0,0.0,0.0,0.0,0.0,63.0,83.0,5.1989,5.1967,1120.0,-266703.57,5341.869749998866,0.0,5341.869749998866,4.38,3.07,7.4,132.4171127,-261498.49736270113
15/01/2021,WSPH21,60.0,3775.5,160.0,3777.5625,3758.5,0.0,0.0,0.0,0.0,60.0,160.0,5.2961,5.1967,1020.0,-511603.26,26877.7075,0.0,26877.7075,6.6,3.07,7.4,255.26190400000002,-484987.414404
18/01/2021,WSPH21,37.0,3766.39864864865,92.0,3768.375,3762.25,0.0,0.0,0.0,0.0,37.0,92.0,5.2810000000000015,5.1967,965.0,50499.562500000015,5413.024999999281,0.0,5413.024999999281,3.8699999999999997,3.07,10.428571428571429,146.7755948,55761.941905199295
19/01/2021,WSPH21,70.0,3786.1785714285706,77.0,3793.00324675325,3791.5,0.0,0.0,0.0,0.0,70.0,77.0,5.3533,5.1967,958.0,377758.9603125,6534.371812504175,0.0,6534.371812504175,4.41,3.07,10.428571428571429,122.8447913,384166.0773337042
20/01/2021,WSPH21,111.0,3847.5900900900897,91.0,3837.16483516484,3850.5,0.0,0.0,0.0,0.0,111.0,91.0,5.3166,5.1967,978.0,751262.1630000001,-11836.080749993509,0.0,-11836.080749993509,6.06,3.07,10.428571428571429,177.0879459,739242.9343041064
21/01/2021,WSPH21,82.0,3846.31097560976,42.0,3845.5535714285706,3852.0,0.0,0.0,0.0,0.0,82.0,42.0,5.3725,5.1967,1018.0,19703.64375,2629.1671874951135,0.0,2629.1671874951135,3.7199999999999998,3.07,10.428571428571429,130.8217258,22198.26921169511
22/01/2021,WSPH21,160.0,3825.5453125,98.0,3835.5535714285706,3838.5,0.0,0.0,0.0,0.0,160.0,98.0,5.465,5.1967,1080.0,-187763.7375,24373.899999999154,0.0,24373.899999999154,7.739999999999999,3.07,10.428571428571429,255.26190400000002,-163652.83940400084
26/01/2021,WSPH21,45.0,3847.5833333333294,45.0,3851.5,3860.0,0.0,0.0,0.0,0.0,45.0,45.0,5.3514,5.1967,1080.0,310648.77,2357.9606250023726,0.0,2357.9606250023726,2.6999999999999997,2.84,12.385714285714284,66.413826,312937.6167990024
27/01/2021,WSPH21,485.0,3781.48711340206,905.0,3792.969613259671,3752.0,0.0,0.0,0.0,0.0,485.0,905.0,5.377999999999999,5.1967,660.0,-1568224.7999999998,306226.68125004176,0.0,306226.68125004176,41.699999999999996,2.84,12.385714285714284,1335.655834,-1263375.474583958
28/01/2021,WSPH21,387.0,3802.755167958661,471.0,3783.037685774949,3788.75,0.0,0.0,0.0,0.0,387.0,471.0,5.4287,5.1967,576.0,329182.79625,-110073.67837501162,0.0,-110073.67837501162,25.74,2.84,12.385714285714284,695.1313787999999,218388.24649618843
29/01/2021,WSPH21,222.0,3742.69594594595,1002.0,3722.5394211576795,3720.0,0.0,0.0,0.0,0.0,222.0,1002.0,5.4759,5.1967,-204.0,-542114.1,-34142.236500082465,0.0,-34142.236500082465,36.72,2.84,12.385714285714284,1478.8145255999998,-577771.8710256824
01/02/2021,WSPH21,257.0,3745.77723735409,193.0,3748.2396373057,3774.0,0.0,0.0,0.0,0.0,257.0,193.0,5.4635,5.4759,-140.0,-150464.79,31162.438124985165,0.0,31162.438124985165,13.5,2.84,20.047619047619044,399.6749892,-119715.52686421483
02/02/2021,WSPH21,23.0,3810.08695652174,43.0,3823.40697674419,3827.0,0.0,0.0,0.0,0.0,23.0,43.0,5.3525,5.4759,-160.0,-99288.875,3137.903125002124,0.0,3137.903125002124,1.98,2.84,20.047619047619044,66.8716908,-96219.82356579788
03/02/2021,WSPH21,75.0,3831.84,15.0,3831.266666666671,3830.5,0.0,0.0,0.0,0.0,75.0,15.0,5.3732,5.4759,-100.0,-7522.48,-1195.536999999279,0.0,-1195.536999999279,2.6999999999999997,2.84,20.047619047619044,116.63667000000001,-8837.35366999928
04/02/2021,WSPH21,23.0,3832.27173913044,63.0,3844.15476190476,3860.75,0.0,0.0,0.0,0.0,23.0,63.0,5.4423,5.4759,-140.0,-41157.39375,-5313.045375003168,0.0,-5313.045375003168,2.58,2.84,20.047619047619044,97.9748028,-46570.993927803174
05/02/2021,WSPH21,40.0,3879.6875,60.0,3881.416666666671,3884.0,0.0,0.0,0.0,0.0,40.0,60.0,5.3627,5.4759,-160.0,-43638.97125,234.61812500353608,0.0,234.61812500353608,3.0,2.84,20.047619047619044,93.309336,-43500.662460996464
08/02/2021,WSPH21,29.0,3896.3103448275897,51.0,3893.8529411764703,3906.0,0.0,0.0,0.0,0.0,29.0,51.0,5.3565,5.4759,-182.0,-47137.2,-4532.93812500157,0.0,-4532.93812500157,2.4,2.84,16.81904761904762,79.31293560000002,-51751.85106060157
09/02/2021,WSPH21,5.0,3900.95,43.0,3902.5755813953497,3907.0,0.0,0.0,0.0,0.0,5.0,43.0,5.375,5.4759,-220.0,-2445.625,-2149.9999999995052,0.0,-2149.9999999995052,1.44,2.84,16.81904761904762,66.8716908,-4663.9366907995045
10/02/2021,WSPH21,61.0,3897.41803278689,161.0,3898.68633540373,3904.25,0.0,0.0,0.0,0.0,61.0,161.0,5.3742,5.4759,-320.0,8128.4775,-6435.604499996597,0.0,-6435.604499996597,6.66,2.84,16.81904761904762,250.3800516,1435.832948403403
11/02/2021,WSPH21,40.0,3910.125,0.0,0.0,3913.0,0.0,0.0,0.0,0.0,40.0,0.0,5.3906,5.4759,-280.0,-37734.2,1549.7975000000001,0.0,1549.7975000000001,1.2,2.84,16.81904761904762,62.206224,-36247.808723999995
12/02/2021,WSPH21,62.0,3922.36290322581,2.0,3905.0,3934.75,0.0,0.0,0.0,0.0,62.0,2.0,5.3712,5.4759,-220.0,-81776.52,9513.737999997056,0.0,9513.737999997056,1.92,2.84,16.81904761904762,96.4196472,-72361.12164720295
17/02/2021,WSPH21,31.0,3909.07258064516,43.0,3917.83720930233,3928.0,0.0,0.0,0.0,0.0,31.0,43.0,5.4184,5.4759,-232.0,20115.81,2028.5135000030432,0.0,2028.5135000030432,2.2199999999999998,2.84,14.366666666666669,66.8716908,22075.231809203044
18/02/2021,WSPH21,180.0,3902.9180555555604,108.0,3901.5648148148102,3909.5,0.0,0.0,0.0,0.0,180.0,108.0,5.4403,5.4759,-160.0,58374.418999999994,4457.645812481445,0.0,4457.645812481445,8.64,2.84,14.366666666666669,279.92800800000003,62543.49680448144
19/02/2021,WSPH21,41.0,3912.6646341463397,40.0,3909.125,3905.5,0.0,0.0,0.0,0.0,41.0,40.0,5.4097,5.4759,-159.0,8655.52,-2011.7321874990344,0.0,-2011.7321874990344,2.4299999999999997,2.84,14.366666666666669,63.761379600000005,6577.596432900967
22/02/2021,WSPH21,124.0,3877.44758064516,44.0,3882.13636363636,3873.5,0.0,0.0,0.0,0.0,124.0,44.0,5.442,5.4759,-79.0,69222.24,-1489.7475000002228,0.0,-1489.7475000002228,5.04,2.84,14.242857142857142,192.8392944,67534.6132055998
23/02/2021,WSPH21,93.0,3845.20967741935,333.0,3851.17117117117,3881.75,0.0,0.0,0.0,0.0,93.0,333.0,5.4317,5.4759,-319.0,-8850.2761875,-92128.42162499912,0.0,-92128.42162499912,12.78,2.84,14.242857142857142,517.8668148,-101509.34462729911
24/02/2021,WSPH21,161.0,3879.1599378882,122.0,3894.75,3925.0,0.0,0.0,0.0,0.0,161.0,122.0,5.4249,5.4759,-280.0,-187114.9726875,50041.31193749696,0.0,50041.31193749696,8.49,2.84,14.242857142857142,250.3800516,-137332.53080160302
25/02/2021,WSPH21,25.0,3909.69,65.0,3907.74230769231,3830.0,0.0,0.0,0.0,0.0,25.0,65.0,5.5096,5.4759,-320.0,366388.39999999997,42162.21400000211,0.0,42162.21400000211,2.6999999999999997,2.84,14.242857142857142,101.085114,408446.82888600207
26/02/2021,WSPH21,681.0,3825.238619676951,661.0,3824.51588502269,3822.5,0.0,0.0,0.0,0.0,681.0,661.0,5.5820000000000025,5.4759,-300.0,33492.000000000015,-7431.037500080432,0.0,-7431.037500080432,40.26,2.84,14.242857142857142,1059.0609636,24961.64153631958
01/03/2021,WSPH21,171.0,3870.5292397660796,71.0,3857.27816901408,3898.0,0.0,0.0,0.0,0.0,171.0,71.0,5.599,5.5302,-200.0,-317043.375,25282.984375000942,0.0,25282.984375000942,7.26,2.84,17.785714285714285,268.5686328,-292036.2192577991
02/03/2021,WSPH21,89.0,3891.84831460674,29.0,3893.956896551721,3877.0,0.0,0.0,0.0,0.0,89.0,29.0,5.6817,5.5302,-140.0,59657.85,-11785.97643749947,0.0,-11785.97643749947,3.54,2.84,17.785714285714285,139.7813352,47728.552227300526
03/03/2021,WSPH21,311.0,3862.9622186495203,244.0,3856.36885245902,3821.5,0.0,0.0,0.0,0.0,311.0,244.0,5.7364,5.5302,-73.0,111429.56999999999,-62910.38174999833,0.0,-62910.38174999833,16.65,2.84,17.785714285714285,488.4493848000001,48014.088865201666
04/03/2021,WSPH21,590.0,3773.695762711861,917.0,3782.47191930207,3770.0,0.0,0.0,0.0,0.0,590.0,917.0,5.6389,5.5302,-400.0,52998.61137499999,130487.670312505,0.0,130487.670312505,45.21,2.84,17.785714285714285,1440.2189256,182000.852761905
05/03/2021,WSPH21,300.0,3753.955833333329,240.0,3764.2083333333294,3844.0,0.0,0.0,0.0,0.0,300.0,240.0,5.6846,5.5302,-340.0,-420660.39999999997,111748.57737500554,0.0,111748.57737500554,16.2,2.84,17.785714285714285,471.17304,-309399.1956649945
08/03/2021,WSPH21,0.0,0.0,0.0,0.0,3825.25,0.0,0.0,0.0,0.0,0.0,0.0,5.7714,5.5302,-340.0,91981.6875,0.0,0.0,0.0,0.0,2.84,15.342857142857142,0.0,91981.6875
09/03/2021,WSPH21,264.0,3872.67518939394,164.0,3869.87195121951,3877.0,0.0,0.0,0.0,0.0,264.0,164.0,5.7979,5.5302,-240.0,-255035.12625,-394.98193750777796,0.0,-394.98193750777796,12.84,2.84,15.342857142857142,414.6322752,-255857.5804627078
10/03/2021,WSPH21,242.0,3894.1652892562,362.0,3898.61878453039,3949.75,0.0,0.0,0.0,0.0,242.0,362.0,5.6802,5.5302,-360.0,-247940.73,-71826.1289999904,0.0,-71826.1289999904,18.12,2.84,15.342857142857142,568.5488015999999,-320353.5278015904
11/03/2021,WSPH21,25.0,3928.51,45.0,3924.4611111111103,3937.0,0.0,0.0,0.0,0.0,25.0,45.0,5.5452,5.5302,-380.0,63631.170000000006,-4879.776000000574,0.0,-4879.776000000574,2.1,2.84,15.342857142857142,70.675956,58678.618043999435
12/03/2021,WSPH21,0.0,0.0,40.0,3928.25,3942.25,0.0,0.0,0.0,0.0,0.0,40.0,5.5697,5.5302,-420.0,-27778.87875,-7797.58,0.0,-7797.58,1.2,2.84,15.342857142857142,62.823071999999996,-35640.481821999994
15/03/2021,WSPH21,436.0,3949.20240825688,176.0,3947.90625,3965.0,0.0,0.0,0.0,0.0,436.0,176.0,5.6246,5.5302,-160.0,-134357.6325,54548.07387500411,0.0,54548.07387500411,18.36,2.84,17.099999999999998,684.7714848,-80512.6901097959
16/03/2021,WSPH21,714.0,3966.26085434174,354.0,3970.8453389830493,3964.5,0.0,0.0,0.0,0.0,714.0,354.0,5.6191,5.5302,200.0,1123.8200000000002,13893.22474995881,0.0,13893.22474995881,32.04,2.84,17.099999999999998,1121.3918352,13863.612914758809
17/03/2021,WSPH21,100.0,3944.3,120.0,3953.69375,3974.0,91.0,0.0,3958.0,0.0,191.0,120.0,5.5899,5.5302,271.0,26552.025,7452.035437499593,20347.236,27799.271437499592,9.33,2.84,17.099999999999998,299.9801688,54041.98626869959
18/03/2021,WSPH21,0.0,0.0,0.0,0.0,3916.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5524,5.5302,271.0,-216300.6825,0.0,0.0,0.0,0.0,2.84,17.099999999999998,0.0,-216300.6825
19/03/2021,WSPH21,0.0,0.0,271.0,3912.62,3912.62,0.0,0.0,0.0,0.0,0.0,271.0,5.4774,5.5302,0.0,-14398.441380000406,0.0,0.0,0.0,8.129999999999999,2.84,17.099999999999998,425.6263128,-14832.197692800404
