Date,Ticker,Buy Quant,Buy Price,Sell Quant,Sell Price,Px Close,Hold Pos,MtoM P&L,Gross P&L,Comm,Comm Test,Exc Fee,Net P&L
02/10/2020,MES Z20,160.0,3334.00625,218.0,3325.0263760000007,3339.2,67.0,-17812.5,-11294.250159999101,111.50999999999999,0.295,83.16,-29301.4201599991
05/10/2020,MES Z20,60.0,3385.708333,50.0,3384.795,3392.9,77.0,17989.50000000009,131.25010000001112,32.449999999999996,0.295,24.2,18064.1001000001
06/10/2020,MES Z20,90.0,3393.388889,160.0,3395.8015630000004,3353.2,7.0,-15284.500000000106,15996.250350000491,73.75,0.295,55.0,583.0003500003859
07/10/2020,MES Z20,60.0,3404.416667,57.0,3400.578947,3406.8,10.0,1876.0000000000127,-1058.000204999994,34.515,0.295,25.74,757.7447950000188
08/10/2020,MES Z20,25.0,3429.93,15.0,3433.333333,3437.5,20.0,1534.999999999991,633.7499750000234,11.799999999999999,0.295,8.8,2148.149975000014
09/10/2020,MES Z20,20.0,3461.5,25.0,3465.76,3473.3,15.0,3580.000000000018,237.50000000002274,13.274999999999999,0.295,9.9,3794.3250000000407
12/10/2020,MES Z20,0.0,0.0,0.0,0.0,3532.8,15.0,4462.5,0.0,0.0,0.295,0.0,4462.5
13/10/2020,MES Z20,98.0,3511.59949,73.0,3508.2191780000007,3504.8,40.0,-2100.0,-2083.750129999737,50.445,0.295,37.62,-4271.815129999736
14/10/2020,MES Z20,90.0,3483.4305560000007,80.0,3484.21875,3480.9,50.0,-4780.000000000018,188.74979999968673,50.15,0.295,37.4,-4678.800200000331
15/10/2020,MES Z20,90.0,3452.027778,70.0,3451.696429,3475.4,70.0,-1375.0,2221.2500499999805,47.199999999999996,0.295,35.2,763.8500499999805
16/10/2020,MES Z20,0.0,0.0,23.0,3478.826087,3462.2,47.0,-4620.0000000000955,1912.0000050000112,6.784999999999999,0.295,5.06,-2719.844995000084
19/10/2020,MES Z20,50.0,3465.78,37.0,3470.864865,3422.7,60.0,-9282.5,-1859.4999750000602,25.665,0.295,19.14,-11186.804975000061
20/10/2020,MES Z20,2.0,3449.5,51.0,3436.397059000001,3432.2,11.0,2850.0,897.2500450002508,15.635,0.295,11.66,3719.9550450002507
21/10/2020,MES Z20,37.0,3440.087838000001,30.0,3434.166667,3432.5,18.0,16.500000000010004,-1153.7499800001592,19.765,0.295,14.74,-1171.7549800001493
22/10/2020,MES Z20,0.0,0.0,0.0,0.0,3449.2,18.0,1502.9999999999836,0.0,0.0,0.295,0.0,1502.9999999999836
23/10/2020,MES Z20,3.0,3454.0,0.0,0.0,3451.8,21.0,234.00000000003274,-32.99999999999727,0.885,0.295,0.66,199.45500000003548
26/10/2020,MES Z20,57.0,3408.399123,53.0,3394.570755,3393.5,25.0,-6121.500000000019,-3962.499979999991,32.449999999999996,0.295,24.2,-10140.649980000011
27/10/2020,MES Z20,0.0,0.0,7.0,3370.678571,3383.1,18.0,-1300.0000000000114,-434.7500149999996,2.065,0.295,1.54,-1738.355015000011
28/10/2020,MES Z20,23.0,3309.076087,32.0,3271.828125,3263.5,9.0,-10763.999999999993,-3908.7500049999903,16.224999999999998,0.295,12.1,-14701.075004999984
29/10/2020,MES Z20,150.0,3287.595,73.0,3282.85274,3302.3,86.0,1746.0000000000082,3930.5001000001516,65.785,0.295,49.06,5561.655100000159
30/10/2020,MES Z20,1.0,3276.5,61.0,3252.192623,3264.7,26.0,-16168.000000000156,-3873.749984999972,18.29,0.295,13.64,-20073.67998500013
02/11/2020,MES Z20,0.0,0.0,0.0,0.0,3300.5,26.0,4654.000000000024,0.0,0.0,0.295,0.0,4654.000000000024
03/11/2020,MES Z20,22.0,3344.136364,30.0,3342.875,3361.6,18.0,7942.999999999988,-887.7500399999917,15.34,0.295,11.44,7028.469959999997
04/11/2020,MES Z20,55.0,3437.5545450000004,57.0,3441.833333,3434.9,16.0,6597.000000000016,1246.0000299998956,33.04,0.295,24.64,7785.320029999912
05/11/2020,MES Z20,89.0,3502.235955,40.0,3502.8125,3504.8,65.0,5592.000000000007,743.5000249999985,38.055,0.295,28.38,6269.065025000005
06/11/2020,MES Z20,74.0,3503.1959460000007,51.0,3495.779412,3500.7,88.0,-1332.5000000001182,-2178.2499600003257,36.875,0.295,27.5,-3575.124960000444
09/11/2020,MES Z20,0.0,0.0,81.0,3633.753086,3544.0,7.0,19052.00000000008,36349.99983000007,23.895,0.295,17.82,55360.28483000016
10/11/2020,MES Z20,0.0,0.0,7.0,3533.714286,3541.0,0.0,-105.0,-254.99999000000344,2.065,0.295,1.54,-363.60499000000345
11/11/2020,MES Z20,0.0,0.0,1.0,3568.25,3568.1,-1.0,0.0,0.7500000000004547,0.295,0.295,0.22,0.23500000000045476
12/11/2020,MES Z20,83.0,3528.789157,102.0,3528.813725,3532.5,-20.0,177.99999999999955,-340.000405000078,54.574999999999996,0.295,40.7,-257.2754050000784
13/11/2020,MES Z20,20.0,3557.6125,0.0,0.0,3583.0,0.0,-5050.0,2538.749999999982,5.8999999999999995,0.295,4.4,-2521.5500000000184
16/11/2020,MES Z20,0.0,0.0,0.0,0.0,3623.0,0.0,0.0,0.0,0.0,0.295,0.0,0.0
17/11/2020,MES Z20,3.0,3596.166667,3.0,3614.916667,3606.8,0.0,-0.0,281.25,1.77,0.295,1.32,278.16
18/11/2020,MES Z20,0.0,0.0,0.0,0.0,3564.9,0.0,-0.0,0.0,0.0,0.295,0.0,0.0
19/11/2020,MES Z20,7.0,3582.0,0.0,0.0,3580.1,7.0,0.0,-66.50000000000318,2.065,0.295,1.54,-70.10500000000319
20/11/2020,MES Z20,2.0,3573.25,9.0,3564.444444,3554.2,0.0,-906.5000000000032,270.4999800000155,3.2449999999999997,0.295,2.42,-641.6650199999876
23/11/2020,MES Z20,0.0,0.0,5.0,3575.25,3576.0,-5.0,0.0,-18.75,1.4749999999999999,0.295,1.1,-21.325000000000003
24/11/2020,MES Z20,6.0,3596.958333,1.0,3601.25,3632.7,0.0,-1417.4999999999955,915.0000099999943,2.065,0.295,1.54,-506.1049900000012
25/11/2020,MES Z20,0.0,0.0,0.0,0.0,3627.3,0.0,-0.0,0.0,0.0,0.295,0.0,0.0
26/11/2020,MES Z20,10.0,3629.6,0.0,0.0,3627.3,10.0,-0.0,-114.99999999998636,2.9499999999999997,0.295,2.2,-120.14999999998636
27/11/2020,MES Z20,10.0,3641.5,10.0,3638.95,3636.5,10.0,459.9999999999909,-127.5000000000091,5.8999999999999995,0.295,4.4,322.19999999998186
30/11/2020,MES Z20,0.0,0.0,10.0,3616.0,3623.2,0.0,-665.0000000000091,-359.9999999999909,2.9499999999999997,0.295,2.2,-1030.15
01/12/2020,MES Z20,0.0,0.0,6.0,3661.25,3660.5,-6.0,0.0,22.5,1.77,0.295,1.32,19.41
02/12/2020,MES Z20,6.0,3659.458333,0.0,0.0,3667.3,0.0,-204.00000000000546,235.2500100000043,1.77,0.295,1.32,28.160009999998838
03/12/2020,MES Z20,10.0,3659.5,18.0,3677.75,3664.6,-8.0,-0.0,1438.5000000000036,8.26,0.295,6.16,1424.0800000000036
04/12/2020,MES Z20,8.0,3682.75,0.0,0.0,3697.75,0.0,-1326.0000000000036,600.0,2.36,0.295,1.76,-730.1200000000036
07/12/2020,MES Z20,0.0,0.0,0.0,0.0,3690.8,0.0,-0.0,0.0,0.0,0.295,0.0,0.0
08/12/2020,MES Z20,10.0,3701.75,0.0,0.0,3702.0,10.0,0.0,12.5,2.9499999999999997,0.295,2.2,7.3500000000000005
09/12/2020,MES Z20,0.0,0.0,0.0,0.0,3672.4,10.0,-1479.9999999999955,0.0,0.0,0.295,0.0,-1479.9999999999955
10/12/2020,MES Z20,0.0,0.0,10.0,3668.375,3675.25,0.0,142.49999999999545,-343.75,2.9499999999999997,0.295,2.2,-206.40000000000452
11/12/2020,MES Z20,0.0,0.0,0.0,0.0,3661.2,0.0,-0.0,0.0,0.0,0.295,0.0,0.0
14/12/2020,MES Z20,0.0,0.0,0.0,0.0,3646.5,0.0,-0.0,0.0,0.0,0.295,0.0,0.0
15/12/2020,MES Z20,4.0,3694.5,0.0,0.0,3694.5,4.0,0.0,0.0,1.18,0.295,0.88,-2.06
16/12/2020,MES Z20,0.0,0.0,4.0,3698.0625,3706.0,0.0,230.0,-158.75,1.18,0.295,0.88,69.19
