Date,Ticker,Buy Quant,Buy Price,Sell Quant,Sell Price,Px Close,Hold Pos,MtoM P&L,Gross P&L,Comm,Comm Test,Exc Fee,Net P&L
06/01/2021,ES H21,13.0,3733.307692,0.0,0.0,3740.0,0.0,-14170.000000000118,4350.00020000009,3.25,0.25,16.25,-9839.499800000027
07/01/2021,ES H21,0.0,0.0,14.0,3796.5,3795.6,-14.0,0.0,630.0000000000637,3.5,0.25,17.5,609.0000000000637
08/01/2021,ES H21,14.0,3808.892857,5.0,3819.0,3817.5,-5.0,-15330.000000000064,6400.000100000125,4.75,0.25,23.75,-8958.499899999939
11/01/2021,ES H21,5.0,3795.25,0.0,0.0,3792.0,0.0,6375.0,-812.5,1.25,0.25,6.25,5555.0
12/01/2021,ES H21,14.0,3797.25,0.0,0.0,3794.5,14.0,0.0,-1925.0,3.5,0.25,17.5,-1946.0
13/01/2021,ES H21,5.0,3800.5,15.0,3794.816667,3803.8,4.0,6510.000000000127,-5912.499750000052,5.0,0.25,25.0,567.5002500000755
14/01/2021,ES H21,15.0,3788.4,4.0,3795.5,3791.2,15.0,-2520.0000000000728,2959.9999999998317,4.75,0.25,23.75,411.499999999759
15/01/2021,ES H21,0.0,0.0,30.0,3765.7,3762.3,-15.0,-21674.999999999727,5099.999999999454,7.5,0.25,37.5,-16620.000000000273
18/01/2021,ES H21,4.0,3762.5,4.0,3766.5,3762.3,-15.0,0.0,800.0,2.0,0.25,10.0,788.0
19/01/2021,ES H21,4.0,3777.5625,0.0,0.0,3790.6,-11.0,-21224.999999999796,2607.499999999982,1.0,0.25,5.0,-18623.499999999814
20/01/2021,ES H21,18.0,3847.194444,0.0,0.0,3845.0,7.0,-29920.00000000005,-1974.999600000183,4.5,0.25,22.5,-31921.999600000236
21/01/2021,ES H21,6.0,3848.25,0.0,0.0,3846.0,13.0,350.0,-675.0,1.5,0.25,7.5,-334.0
22/01/2021,ES H21,8.0,3833.9375,12.0,3834.583333,3834.2,9.0,-7670.000000000118,334.9998000000596,5.0,0.25,25.0,-7365.000200000059
25/01/2021,ES H21,0.0,0.0,0.0,0.0,3848.4,9.0,6390.000000000123,0.0,0.0,0.25,0.0,6390.000000000123
26/01/2021,ES H21,12.0,3843.375,5.0,3849.45,3842.6,16.0,-2610.000000000082,1247.4999999999227,4.25,0.25,21.25,-1388.0000000001592
27/01/2021,ES H21,5.0,3758.0,11.0,3763.659091,3744.2,10.0,-78720.00000000007,7252.500050000049,4.0,0.25,20.0,-71491.49995000003
28/01/2021,ES H21,9.0,3782.0,14.0,3800.482143,3779.3,5.0,17550.000000000182,13612.50010000008,5.75,0.25,28.75,31128.00010000026
29/01/2021,ES H21,15.0,3705.25,5.0,3722.95,3705.2,15.0,-18525.00000000009,4399.999999999864,5.0,0.25,25.0,-14155.000000000227
01/02/2021,ES H21,5.0,3766.75,15.0,3745.2,3765.7,5.0,45375.0,-15637.500000000045,5.0,0.25,25.0,29707.499999999956
02/02/2021,ES H21,15.0,3817.4,5.0,3805.85,3818.3,15.0,13150.000000000091,-2437.5,5.0,0.25,25.0,10682.500000000091
03/02/2021,ES H21,1.0,3828.75,10.0,3823.025,3823.6,6.0,3974.9999999997954,-544.9999999999136,2.75,0.25,13.75,3413.4999999998818
04/02/2021,ES H21,0.0,0.0,6.0,3834.583333,3860.75,0.0,11145.000000000027,-7850.000099999988,1.5,0.25,7.5,3285.999900000039
05/02/2021,ES H21,10.0,3879.5,0.0,0.0,3880.3,10.0,0.0,400.00000000009095,2.5,0.25,12.5,385.00000000009095
08/02/2021,ES H21,0.0,0.0,20.0,3900.2375,3908.1,-10.0,13899.999999999864,-7862.499999999727,5.0,0.25,25.0,6007.500000000136
09/02/2021,ES H21,5.0,3908.5,0.0,0.0,3905.5,-5.0,1299.9999999999545,-750.0,1.25,0.25,6.25,542.4999999999545
10/02/2021,ES H21,8.0,3901.0625,0.0,0.0,3902.9,3.0,649.9999999999773,735.0000000000364,2.0,0.25,10.0,1373.0000000000136
11/02/2021,ES H21,4.0,3910.125,3.0,3907.416667,3911.9,4.0,1350.0,-317.49995000000126,1.75,0.25,8.75,1022.0000499999987
12/02/2021,ES H21,10.0,3928.075,4.0,3920.9375,3931.1,10.0,3839.9999999999636,-519.9999999999363,3.5,0.25,17.5,3299.0000000000273
15/02/2021,ES H21,0.0,0.0,0.0,0.0,3931.1,10.0,-0.0,0.0,0.0,0.25,0.0,0.0
16/02/2021,ES H21,0.0,0.0,0.0,0.0,3927.7,10.0,-1700.0000000000455,0.0,0.0,0.25,0.0,-1700.0000000000455
17/02/2021,ES H21,0.0,0.0,13.0,3926.557692,3928.0,-3.0,150.00000000009095,-937.5002000000904,3.25,0.25,16.25,-807.0001999999995
18/02/2021,ES H21,15.0,3908.516667,3.0,3895.666667,3909.5,9.0,2775.0,-1337.5001999999085,4.5,0.25,22.5,1410.4998000000915
19/02/2021,ES H21,10.0,3900.25,9.0,3921.333333,3902.9,10.0,-2969.999999999959,9619.999850000022,4.75,0.25,23.75,6621.499850000063
22/02/2021,ES H21,1.0,3873.5,11.0,3878.159091,3875.5,0.0,-13700.000000000045,1562.5000499999942,3.0,0.25,15.0,-12155.499950000052
23/02/2021,ES H21,10.0,3879.75,0.0,0.0,3877.9,10.0,0.0,-924.9999999999545,2.5,0.25,12.5,-939.9999999999545
24/02/2021,ES H21,14.0,3923.0,13.0,3887.384615,3922.6,11.0,22349.99999999991,-23170.000250000045,6.75,0.25,33.75,-860.5002500001356
25/02/2021,ES H21,0.0,0.0,14.0,3904.357143,3828.0,-3.0,-52029.99999999995,53450.00010000012,3.5,0.25,17.5,1399.000100000172
26/02/2021,ES H21,65.0,3827.307692,49.0,3836.612245,3809.2,13.0,2820.0000000000273,8310.001249999823,28.5,0.25,142.5,10959.00124999985
01/03/2021,ES H21,20.0,3884.5,23.0,3873.782609,3898.8,10.0,58240.00000000023,-14469.999650000182,10.75,0.25,53.75,43705.50035000005
02/03/2021,ES H21,16.0,3872.140625,14.0,3898.964286,3867.6,12.0,-15600.000000000136,18322.500199999922,7.5,0.25,37.5,2677.5001999997858
03/03/2021,ES H21,34.0,3841.808824,36.0,3863.4375,3816.7,10.0,-30540.000000000055,41442.4991999997,17.5,0.25,87.5,10797.499199999645
04/03/2021,ES H21,79.0,3783.170886,74.0,3797.581081,3765.6,15.0,-25549.999999999956,48924.99999999975,38.25,0.25,191.25,23145.499999999796
05/03/2021,ES H21,18.0,3772.45833,33.0,3773.61363,3765.0,0.0,-449.9999999999318,7499.99249999978,12.75,0.25,63.75,6973.492499999848
08/03/2021,ES H21,0.0,0.0,0.0,0.0,3819.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0
09/03/2021,ES H21,14.0,3875.4285700000014,0.0,0.0,3877.0,14.0,0.0,1100.0009999990198,11.9,0.85,17.5,1070.6009999990197
10/03/2021,ES H21,14.0,3899.25,14.0,3882.75,3900.0,14.0,16100.0,-11550.0,23.8,0.85,35.0,4491.2
11/03/2021,ES H21,15.0,3936.0,29.0,3929.85345,3937.0,0.0,25900.0,-9612.497499999903,37.4,0.85,55.0,16195.102500000097
12/03/2021,ES H21,0.0,0.0,0.0,0.0,3943.5,0.0,0.0,0.0,0.0,0.85,0.0,0.0
15/03/2021,ES H21,0.0,0.0,0.0,0.0,3965.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0
16/03/2021,ES H21,0.0,0.0,5.0,3967.25,3962.4,-5.0,-0.0,1212.4999999999773,4.25,0.85,6.25,1201.9999999999773
17/03/2021,ES H21,5.0,3942.25,0.0,0.0,3970.5,0.0,-2024.9999999999773,7062.5,4.25,0.85,6.25,5027.000000000023
