Date,Ticker,Buy Quant,Buy Price,Sell Quant,Sell Price,Px Close,Dolar Ref,Dolar Ref Last Month,Hold Pos,MtoM P&L,Gross P&L,Comm,Register Fee,Avg Weekly Traded Vol,Exc Fee,Net P&L
17/02/2021,INDJ21,50.0,119412.0,50.0,119218.0,120586.0,5.4184,5.4759,0.0,0.0,-9700.0,20.0,1.96,,19.6,-9739.6
05/03/2021,INDJ21,30.0,115016.66666666699,30.0,115008.33333333301,115277.0,5.6846,5.5302,0.0,-0.0,-250.00000001949957,12.0,1.96,,11.76,-273.76000001949956
