Date,Ticker,Buy Quant,Sell Quant,Buyer Sell Price,Buyer Buy Price,Seller Buy Price,Seller Sell Price,Buyer Ticker,Buyer Gross P&L,Seller Ticker,Seller Gross P&L
17/03/2021,WS1H21M21,0,91,0,3958,0,3953.45,WSPH21,20347.236,WSPM21,-12780.607612500233
