Date,MtoM P&L,Receipt Value,Comm,Exc Fee,FX Description,FX Rate,FX Value,Receipt Value Cum Sum,FX Value Cum Sum,Settlement Cum Sum,Total Cum Sum
02/07/2020,0.0,0.0,0.0,0.0,-,-,0.0,0.0,0.0,0.0,0.0
06/07/2020,0.0,0.0,0.0,0.0,-,-,0.0,0.0,0.0,0.0,0.0
07/07/2020,0.0,0.0,0.0,0.0,-,-,0.0,0.0,0.0,0.0,0.0
08/07/2020,0.0,0.0,0.0,0.0,-,-,0.0,0.0,0.0,0.0,0.0
09/07/2020,0.0,-2800.9396000000147,65.76,38.93,FX - Sell USD,5.3479,-50000.0,-2800.9396000000147,-50000.0,-50000.0,-52800.93960000001
10/07/2020,6732.500000000004,5942.409950000052,42.27,20.32,-,-,0.0,3141.4703500000373,-50000.0,-52800.93960000001,-46858.52964999996
13/07/2020,-1392.4999999999966,5429.239850000016,30.93,16.08,-,-,0.0,8570.710200000054,-50000.0,-46858.52964999996,-41429.28979999994
14/07/2020,-2351.2500000000077,-850.7703999999336,41.46,21.81,-,-,0.0,7719.93980000012,-50000.0,-41429.28979999994,-42280.060199999876
15/07/2020,2032.500000000007,1332.1095499999685,49.17,26.22,-,-,0.0,9052.049350000088,-50000.0,-42280.060199999876,-40947.950649999904
16/07/2020,-630.000000000007,-480.05984999998117,16.830000000000002,9.48,-,-,0.0,8571.989500000107,-50000.0,-40947.950649999904,-41428.01049999989
17/07/2020,-3164.9999999999995,-1197.3714499998855,51.61,25.76,-,-,0.0,7374.618050000221,-50000.0,-41428.01049999989,-42625.38194999977
20/07/2020,-509.9999999999938,1124.6194000000532,20.09,11.54,-,-,0.0,8499.237450000273,-50000.0,-42625.38194999977,-41500.762549999716
21/07/2020,1113.7499999999986,1688.3899999999987,14.48,8.38,-,-,0.0,10187.627450000273,-50000.0,-41500.762549999716,-39812.372549999716
22/07/2020,7164.999999999996,4992.0399999999845,15.48,7.78,-,-,0.0,15179.667450000257,-50000.0,-39812.372549999716,-34820.33254999973
23/07/2020,-14632.499999999998,-13752.221350000022,23.41,12.56,Options Trade,-,-2600.0,1427.4461000002357,-52600.0,-37420.33254999973,-51172.55389999975
24/07/2020,1935.000000000002,920.7989999999955,19.65,10.8,-,-,0.0,2348.245100000231,-52600.0,-51172.55389999975,-50251.75489999975
27/07/2020,7998.749999999999,7318.949999999999,14.95,8.6,-,-,0.0,9667.19510000023,-52600.0,-50251.75489999975,-42932.804899999755
28/07/2020,-12215.000000000005,-7675.019999999981,14.65,12.87,-,-,0.0,1992.1751000002487,-52600.0,-42932.804899999755,-50607.82489999974
29/07/2020,13825.0,12753.35,6.94,8.46,-,-,0.0,14745.52510000025,-52600.0,-50607.82489999974,-37854.47489999974
30/07/2020,7852.499999999997,7094.0799999999645,41.81,24.11,-,-,0.0,21839.605100000215,-52600.0,-37854.47489999974,-30760.394899999774
31/07/2020,-569.9999999999959,-6638.799600000269,58.8,35.0,-,-,0.0,15200.805499999948,-52600.0,-30760.394899999774,-37399.19450000004
03/08/2020,-9840.00000000001,-9840.00000000001,0.0,0.0,-,-,0.0,5360.805499999939,-52600.0,-37399.19450000004,-47239.19450000005
04/08/2020,-6164.999999999993,-5621.369999999995,5.8599999999999985,3.01,-,-,0.0,-260.5645000000568,-52600.0,-47239.19450000005,-52860.564500000044
05/08/2020,-7672.5,-7692.599999999998,12.6,7.5,-,-,0.0,-7953.164500000054,-52600.0,-52860.564500000044,-60553.16450000004
06/08/2020,-3577.4999999999964,-3520.5199999999963,3.76,1.76,-,-,0.0,-11473.68450000005,-52600.0,-60553.16450000004,-64073.68450000004
07/08/2020,877.4999999999976,924.7399999999975,1.88,0.88,-,-,0.0,-10548.944500000052,-52600.0,-64073.68450000004,-63148.94450000004
10/08/2020,-1375.0,-1339.5700000000004,1.41,0.66,-,-,0.0,-11888.514500000052,-52600.0,-63148.94450000004,-64488.51450000004
11/08/2020,2029.9999999999966,2497.2999999999965,12.85,7.35,-,-,0.0,-9391.214500000056,-52600.0,-64488.51450000004,-61991.214500000046
12/08/2020,3620.000000000004,3805.4499999998893,48.3,28.75,-,-,0.0,-5585.764500000167,-52600.0,-61991.214500000046,-58185.76450000016
13/08/2020,1185.0000000000011,3208.9075000000416,38.52,22.57,-,-,0.0,-2376.857000000125,-52600.0,-58185.76450000016,-54976.85700000011
14/08/2020,-7262.500000000006,-4184.8199999996505,80.64999999999998,49.19,-,-,0.0,-6561.676999999776,-52600.0,-54976.85700000011,-59161.67699999976
17/08/2020,2052.5000000000077,2439.100000000008,8.4,5.0,-,-,0.0,-4122.576999999768,-52600.0,-59161.67699999976,-56722.57699999976
18/08/2020,1524.9999999999993,1524.9999999999993,0.0,0.0,-,-,0.0,-2597.576999999769,-52600.0,-56722.57699999976,-55197.57699999976
19/08/2020,-3132.4999999999964,3510.550000000003,35.7,21.25,-,-,0.0,912.9730000002337,-52600.0,-55197.57699999976,-51687.026999999754
20/08/2020,4819.999999999998,516.3999999999978,33.6,20.0,-,-,0.0,1429.3730000002315,-52600.0,-51687.026999999754,-51170.62699999976
21/08/2020,3169.999999999998,1852.9999999999984,42.0,25.0,-,-,0.0,3282.3730000002297,-52600.0,-51170.62699999976,-49317.62699999976
24/08/2020,29640.0,26530.198500000082,69.42999999999999,42.87,-,-,0.0,29812.57150000031,-52600.0,-49317.62699999976,-22787.428499999678
25/08/2020,14325.0,-3748.8025000001203,48.43000000000001,30.37,FX - Sell USD,5.5809,-28000.0,26063.76900000019,-80600.0,-50787.428499999674,-54536.230999999796
