Date,Ticker,Buy Quant,Buy Price,Sell Quant,Sell Price,Px Close,Hold Pos,MtoM P&L,Gross P&L,Comm,Exc Fee,Net P&L
19/05/2021,SOXX 410,1000.0,9.955,0,0,12.0817,1000.0,0.0,2126.7,5.0,0.0,2121.7
20/05/2021,SOXX 410,0.0,0.0,0,0,17.7126,1000.0,5630.899999999999,0.0,0.0,0.0,5630.899999999999
21/05/2021,SOXX 410,0.0,0.0,0,0,15.5606,1000.0,-2151.9999999999973,0.0,0.0,0.0,-2151.9999999999973
24/05/2021,SOXX 410,0.0,0.0,0,0,20.3331,1000.0,4772.500000000001,0.0,0.0,0.0,4772.500000000001
25/05/2021,SOXX 410,0.0,0.0,0,0,21.0589,1000.0,725.7999999999995,0.0,0.0,0.0,725.7999999999995
